Movie Title,Review-Title,Review-Description
Willy Wonka & the Chocolate Factory (1971),Classic!,"I watched this before ""Wonka"" and it still holds up! What surprised me about this movie was how great it is even before they get into the factory! It's well setup with introducing the characters, (enough that we clearly who they all are) the hunt for the golden tickets is surprisingly exciting (and fairly realistic to what I would imagine it would be like if a company did something like it) and creating intrigue around the Willy wonka character. Charlie is setup well too as he leaves you sympathetic towards him with his situation with his family, so you root for him. When they do make it to the factory it is fun! It is magical while becoming just the right amount of disturbing and darkly comedic. (I do think the rotten kids survived by the way. Wonka says as much in one scene. I do enjoy the uncertainly of it though)
How could I not mention Wonka himself. Just his introduction might be one of the great character introductions that perfectly shows from the beginning you can not always predict what is going on with this guy. His sardonic witty personality adds much to it too! (That's where the late Gene Wilder was a perfect fit for the character). My few criticisms of the film are I don't really care for the floating to the fan scene with grandpa Joe and Charlie. I feel like if you're trying to establish that Charlie is the good obedient kid that scene does the opposite. To be fair Grandpa Joe was influencing him and maybe it was to show that Charlie isn't perfect (the problem ""Charlie and the chocolate factory"" has) If Charlie hadn't gotten down from the fan he would not have been any different than the other kids. And them getting down by burping seemed a bit juvenile in an otherwise smart movie. Second, while Charlie is well setup as a character from the beginning I do wish we learned more about why he desired the golden ticket so badly. (Especially when it's more clearer with the other kids, wanting the golden ticket for selfish reasons). Grandpa Joe says it's Charlie's dream but I feel we do not really see that much with Charlie. (Besides some scenes of disappointment when he doesn't get the ticket the first couple of times). And the last couple Oppa Loopa songs are a little forced (like we get the message you don't have to sing it to us!) The rest of their songs are catchy though and that goes for the rest of the soundtrack too! This is also a musical and the songs are very memorable! (I just watched it and I already have some of the songs in my head!) And there are some quoteable quotes by the end which is always a plus for me! Besides my few qualms with it this is overall a timeless classic and will be for years to come!"
Willy Wonka & the Chocolate Factory (1971),Pretty good,"Very good kinda? This movie is a classic the acting isn't awful, it's not the best but it's definitely passable. The music is very hit or miss but the songs definitely have their moments. The set design is easily what makes this film so famous. It really captures the beauty and charm of Roal dahls imagination. The world feels very creative and anyone would want to see it themselves. The movie also has weirdly scary imagery and I don't know why and I'm not even 100% sure if it's done on purpose, but it's definitely their. The comedy is also astounding in this film. Gene wilder is amazing in this film he's similar in a way to bill murray in the first ghostbusters, just much more subtle with it. Finally, I think the story isn't the best. There's a lot of obvious plot holes that kinda ruin it and even when you look behind that, all the characters are very 2 dimensional even the star Charlie. (Also due to weird plot choices half the casts choices make them seem like sociopaths)."
Willy Wonka & the Chocolate Factory (1971),Not just for sweet tooth(s),"No pun intended - I was able to watch the new Wonka movie, which is supposed to be the backstory or the prequel to this and/or the Johnny Depp movie. I have to admit, I really liked what they did with the new movie! There was a lot of intelligent dialog (and songs - and I don't like musicals in general ... well that is what I thought to say the least) and a lot of fantasy and great set design (costumes and everything else included). But back to this (no pun intended either), a movie that I assume many have a weak spot for! Especially if they have seen it as kids. And while it does seem to have quite a few adult themes in there (and can feel gruesome I reckon), it is fun to watch with quite the great performance by Wilder! The new movie (prequel) is taking a few things that you may know from this - like the Oompa Loompa (song) to name just one thing. The beginning of this movie right here is a bit ... well bumpy. At least it felt weird to say the least - I understand that the movie needs to get the kids and introduce them to the audience ... but it feels badly aged in trying to be ... well funny and savvy and critical (consumerism and so forth). If you don't mind the sometimes grim methods and can dig the humor of the movie (also dark at times), you will like it. How conceivable everything is? Well suspension of disbelief and all that ... chocolate is the name of the game, but being good and righteous is what really helps you move along or rather forward."
Willy Wonka & the Chocolate Factory (1971),"So, Wonka is a psychopath?","The very best part of this movie is Gene Wilder's WIlly Wonka. He is absolutely crazy, unhinged and charming at the same time, which is how real psychopaths are. Now from what I remember from the Johnny Depp version, he portrayed the character as an awkward, bumbling genius kind of guy, that may be more like how movies portray psychopaths? So either way, it seems the consensus is that Willy Wonka is a psychopath. Other than that, the movie was a delight to watch filled with childlike wonder, sometimes scary, sometimes wild. A not-so-subtle implication of supporting slavery while criticizing capitalism but with no regard for the government. But I'm gonna take things here more at face value considering the nature of the film and the time it came out. The new Wonka trailer does seem to be more closer to this than the remake."
Charlie and the Chocolate Factory (2005),Killing a Wonka legacy,"This movie is a massacre of the legacy of the original. It's dark, with no hope. It's horrendous. The only beauty is the new Wonka movie is magic. Enjoy it. Enjoy it knowing Tim Burton didn't make it! The Burton movie was dark and more in the style of Edward Scissorhands than the Gene Wilder version. It's morbid and Depp is almost freakiest as Wonka instead of having a childish charm. I'm apathetic to the book as it's from the 1960s and we've all grown up a bit since then so any movie doesn't have to be perfect. But this one misses the mark. I am a massive Wonka fan. I love the Wilder adaptation. He brings character and empathy, something Depp lacks in this monstrosity."
Charlie and the Chocolate Factory (2005),Only great if you saw this as a child,"I haven't watched the original film in quite some time, so I don't really know how this one stacks up against it. However, I can say that I did not really enjoy this one, and I thought that I had never seen it before, but I realized in the middle of watching it that yes indeed I have seen it before. Johnny Depp gives his best in personation of Michael Jackson in the height of his wacko Jacko era, and while this does provide a few Chuckles, it just makes the movie weird and not in a fun way. He's not the biggest problem with the movie though, as the biggest problem is Tim Burton's brand of weirdness. I like Tim Burton when the weirdness comes naturally and not when they have hired Tim Burton to be weird. It's kind of like the difference between Edward Scissorhands and that horrible Alice in Wonderland movie. So there's a few good lines in this movie, but I have heard that the new Charlie and the Chocolate Factory movie is much better, so either watch the original or that one."
Charlie and the Chocolate Factory (2005),Ignore the negative reviews,"I've watched this film when I was a child and since I literally forgot the whole plot I decided to watch it again and I'm actually suprised by how much I liked it like in my memories it wasn't that good. I would say ignore the negative reviews reagrdless if the film is truely accurate to the book or not. I mean maybe it doesn't respect certain aspects of the book but that doesn't invalidate the film. I really enjoyed it actually and I found it genuine, heartwarming and funny. I also love Johnny Depp's comedic portrayal of Willy Wonka. He definetly carried the film. And a big shoutout to the kids in the film too. Overall a great film that I would recommend."
Charlie and the Chocolate Factory (2005),30. december 2023,"Average rating: 6.8 Genre:
 Family Adventure Musical A decent financial success. The film is based on a novel of the same name written by Roald Dahl in 1964. Tim Burton works his magic on the screen, resulting in a colorful whirlwind inside the chocolate factory. Tim Burton avoided using too many digital effects because he wanted the younger actors to have a realistic environment to move in and play against. Therefore, considerable effort was put into oversized props, various perspective techniques, and models. Details were carefully considered, such as the style in which the Oompa-Loompas sing, among other things. However, there is a slight lack in terms of the technical aspect and the knowledge that Mike Teavee possesses, as it is not entirely factually correct. Critics might argue that the film doesn't have the clear jumps that a Tim Burton film should, but becomes too compressed in its settings and locations. I find the film psychedelic in various ways, from the entire plot to the colors and concept. It's silly, really, that Willy Wonka almost randomly chooses an heir from 5 random children. Well, the film is worth watching."
Charlie and the Chocolate Factory (2005),Good!,"I love this adaptation of the beloved Roald Dahl book! Many people think it is a remake of the original Willy Wonka And The Chocolate Factory but it's is not. They made it more loyal to the books as well. So it doesn't have much of a colorful atmosphere. It is dark and crazy just like the book. It may be scary for a younger audience though. To be honest, I prefer this over the first one. And I'm glad that Tim Burton created such a wonderful adaptation of the book. It may be too scary for young kids. It is pretty dark and scary. If you're child is interested make sure you look at the parents guide. Thanks for reading!"
Charlie and the Chocolate Factory (2005),"If you love chocolate, then you should definitely watch that movie!","First of all, when I first watched the official trailer of the movie I liked it and I had high expectations about it. Eventually, it was as good as I had imagined and I enjoyed it. The plot of the movie was very interesting and kinda innovative, because there aren't any other movies similar to this one. The storyline was well-written, very well-explained and easy to understand. The characters were interesting, well-developed and likeable (except, the four spoiled children). The filming location of the movie was mainly inside Willy's chocolate factory. The casting was nice and their acting was really good, Johnny Depp's performance as Willy Wonka was excellent. I have to admit, it wasn't an intense movie and there weren't any shocking moments. However, it was very funny and there were too many hilarious scenes. The opening scene was kinda predictable, fast-paced and promising. The ending scene was definitely predictable and I liked it. Moreover, the cinematography and the score of the movie were both amazing. Overall, ""Charlie and the Chocolate Factory"" was an enjoyable family film, colorful, funny and I would definitely recommend it to anyone!"
Charlie and the Chocolate Factory (2005),Is this sweeter than the original,"Take Roald Dahl, add Tim Burton and sprinkle with Johnny Depp. Roald Dahl was well known for his dark stories and dark undercurrents in his more light hearted works. In comparison to the Gene Wilder original this was going to be less candyfloss sweetness than the rightly celebrated 1971 movie. Tim Burton has added his touches to this classic childrens story. He presents Willy Wonka with a palour that hints at somethnig more menancing under the top hat. Johnny Depp's Will Wonka has more of the Peter Pan, the boy that never grew up, whereas Gene Wilder's was an adult. In remaking classic movies, a new cinnamon twist is needed. Tim Burton and Johnny Depp have found an interpretation that is distinct from the 1971 movie and is more faithful to Dahl's novel. Recommended watching and then watch the original."
Charlie and the Chocolate Factory (2005),this is good but the original is better,"I have always loved this movie and have watch it since I was a kid, I have also watched the original one multiple times as a kid but now the movie is trending and it is getting kinda annoying this movie has always been one of my favorites and I hate how the fan base is ruining it I can see that Tim Burton tried to follow the book more than the original movie but I can see absolutely no reason in any way to say this movie is any better than the original. People have said that Johnny drop is the best Willy wonka there is but in my opinion he is one of my favorite actors but the worst wonka there is I can see that Tim Burton had tried to make him funnier In this one and yes he was so funny in this movie but. Gene wilder was a much better Willy wonka."
Charlie and the Chocolate Factory (2005),Unique Remake of a Classic,"Charlie and the Chocolate Factory is the remake of the 1971 classic, Willy Wonka and the Chocolate Factory. This film has a tremendously different tone than the first film, but I like that it has its own identity. Johnny Depp truly is phenomenal as Willy Wonka as his performance is unlike anything he has ever done before. The film definitely has a very Tim Burton feel and I enjoyed that because the whole Chocolate Factory and the person that is Willy Wonka is mysterious and somewhat of an enigma. Some will not enjoy the change of tone from the original film and that is fine, but I suggest viewing this film with an open mind. It is a different take from the original film for sure, but a successful remake of the Roald Dahl tale nonetheless."
Charlie and the Chocolate Factory (2005),A Whimsical and Delicious Adventure,"""Charlie and the Chocolate Factory"" takes viewers on a delightful journey into the enchanting world of Willy Wonka's renowned chocolate factory. The film follows young Charlie Bucket as he wins a golden ticket, granting him access to the mysterious and magical factory owned by the eccentric chocolatier Willy Wonka. Alongside four other lucky ticket holders, Charlie embarks on a wondrous and whimsical tour of the fantastical factory, encountering its extraordinary inhabitants and experiencing its delectable wonders. The movie brings to life the beloved characters and settings from Roald Dahl's classic story, infusing the narrative with vibrant colors, imaginative designs, and a sense of childlike wonder. The film's visual effects and set design create a fantastical and immersive world, capturing the magic and allure of Wonka's confectionery paradise. Johnny Depp delivers a captivating performance as Willy Wonka, portraying the enigmatic chocolatier with a blend of eccentricity and charm. The character's quirky demeanor and mysterious past add depth to the story, while the young actors portraying the children on the factory tour bring energy and enthusiasm to their roles. ""Charlie and the Chocolate Factory"" succeeds in capturing the essence of Dahl's whimsical tale, celebrating themes of imagination, generosity, and the joy of discovery. The film's musical score and lively musical numbers further enhance the fantastical atmosphere, complementing the visual spectacle with memorable songs and choreography. In conclusion, ""Charlie and the Chocolate Factory"" is a delightful and visually captivating adaptation that offers a heartwarming and magical experience for audiences of all ages. With its enchanting storytelling, endearing characters, and imaginative world-building, the film remains a timeless and beloved cinematic treat."
The Wizard of Oz (1939),There's no place like home,"Every time I write about a musical (which is not often) I say this: I really don't care about them and neither do a bunch of other film fans. However, this movie is arguably the most famous one ever made so I am going to make an exception here. The Wizard of Oz was originally a kid's book from 1900, but is today mostly remembered as this beyond legendary movie which has its monumental reputation for a number of reasons. It utilized Technicolor at a time when few other films did in order to take full advantage of the grandiose fantasy setting, it had original and memorable characters, morals, and an unforgettable adventure. I don't think there's any person on Earth who hasn't seen this at least once, so explaining the plot might seem like an exercise in futility, but it's one of the greatest stories ever told. The movie begins with a rural teenage girl named Dorothy (Judy Garland) living on a farm in Kansas with her Aunt and Uncle. Dorothy's terrier, Toto, bites a rich woman named Almira, which leads to the latter wanting the dog to be put down. Toto is confiscated by Almira, but makes it back to Dorothy, and they run off together to escape Almira's wrath. Dorothy intends on running away, but meets a fraudulent fortune teller who tells Dorothy her aunt is sick and she must go home to her right away. She arrives back home just as a big tornado is about to demolish her house. She takes shelter in the house and is knocked out by violent winds as the tornado transports the house to what seems like another dimension. Dorothy wakes up in what is called Munchkinland which is part of the land of Oz. Tiny people (known as munchkins) are happy Dorothy's house is here as it just so happened to land on an evil witch named the Wicked Witch of the East, killing her. The witch's sibling, the Wicked Witch of the West (Margaret Hamilton), appears out of thin air in order to take back a pair of shiny ruby slippers which belonged to her sister. However, a benevolent witch named Glinda uses her magic to make Dorothy wear them. The Wicked Witch can't use her powers in a happy land like Munchkinland, so she is forced to leave, but tells Dorothy next time she won't be so lucky. Glinda instructs Dorothy to follow what is known as the Yellow Brick Road which leads into Emerald City, home to the Wizard of Oz and the person who will know how she can get back home. On the way there, Dorothy meets other outlandish characters, namely a Scarecrow, a metal man known as Tin Man, and a humanoid lion called The Cowardly Lion (Ray Bolger, Jack Haley and Bert Lahr respectively). As each one meets Dorothy, they agree to accompany her on her journey, as each of them wants to ask the Wizard for something they believe is important to them. The Tin Man wants a heart so he can feel human emotions, the Lion wants courage so he can stop being afraid, and the Scarecrow wants a brain. Upon reaching Emerald City, Dorothy is let in, but only after mentioning Glinda sent them. They meet with the Wizard, who says who will grant their wishes, but only if they're able to get the Wicked Witch's broomstick. Dorothy and her friends set out to infiltrate the Witch's secret fortress, but the Witch orders flying monkey servants she owns to capture Dorothy and Toto. The Witch locks Dorothy in a room of the castle and says if she doesn't give up the slippers, she will kill her dog. Toto manages to run off and alert Tin Man, The Lion and Scarecrow to Dorothy's trouble. The three disguise themselves as the Witch's soldiers and get into the castle. Tin Man uses his axe to break down the door Dorothy is locked behind, and they attempt to escape. They don't get very far before the huge swarms of soldiers surround them. The Wicked Witch sets her broom on fire and torches Scarecrow with it, leading Dorothy to extinguish him with a bucket of water. Some of the water gets onto the witch, who proceeds to melt and die. Dorothy says she didn't mean to kill her, but the Witch's own soldiers are glad she is finished and want Dorothy to take the broom to the Wizard. Arriving back in Oz's chamber, Dorothy presents him with the broom, but the Wizard doesn't uphold his end of the deal. He says to come back tomorrow. Toto pulls back a curtain in the corner of the chamber, revealing the Wizard to be nothing more than an ordinary guy operating a machine that projects a big, transparent image of his face. Angry at first for being lied to, Dorothy confronts the Wizard, but he grants the wishes of Tin Man, The Lion, and Scarecrow by giving them things that represent the traits they always wanted. The Lion gets a medal symbolizing his bravery, Tin Man gets a heart with a clock inside it, and Scarecrow is given a PhD. The Wizard then offers to fly Dorothy back to Kansas in a hot air balloon, but right before setting off, Toto jumps from the basket and Dorothy must run after him. She is left behind. Now depressed that she'll never get back home, Dorothy sees an orb of light approaching, which contains Glinda. The good witch says Dorothy had the ability to return to Kansas the whole time, but had to find that out for herself. All she has to do is tap her heels together with her eyes closed and say ""there's no place like home."" After saying bye to her friends, she does this and wakes up in her bed, her Aunt and Uncle standing nearby. The farm hands who work for her Aunt look exactly like her three friends from Oz, but they are convinced it was just a dream. This entire film from start to end is just pure magic. I might be wrong, but I really think it is the overall the most famous movie ever. Everything about it is basically perfect, and there's many reasons why it has stood the test of time for almost a century. The landscapes of Oz are just wondrous, and everything is so colorful it looks like you can reach out and touch it. Garland's portrayal of Dorothy is a masterpiece. While this film may basically define the word classic and is what most people think of when they imagine the golden age of movies, it would be nothing without her contributions. She doesn't pretend to be a hero on her quest, and only wants to see her family again. She doesn't even want revenge on the witch trying to sabotage her at every turn. She is in a big hurry to run away in the beginning for the safety of her dog, but by the end, she realizes home is the place where they're most safe. Margaret Hamilton as the Wicked Witch is great. She's menacing, and even though most people think of this as a kid's film, she is genuinely so good and creepy in her role that you can't take your eyes off her. She and the other characters have no doubt left permanent impressions on film fans for decades, and will continue to do so. As long as movies are a thing, I'm very confident that The Wizard of Oz will keep on being watched, praised and written about for generations. It is hard for me to say if this or Gone With the Wind is the all time iconic American movie, but it's so hard to choose between two masterpieces."
The Wizard of Oz (1939),The Wizard of Oz,"The Wizard of Oz what can I say about this Film. It was made in 1939 that is 85 Years ago. It had hundreds of tiny people in the Film that can sing and dance. The girl has to get home to her grandma and grandpa. Who is helping her a Scarecrow, Lion, and a Tinman. And her little dog as well. But must be careful of the mean and crazy witch because she wants her magic shoes she is wearing. It was so cool how they all can sing and dance together. Also bake 85 Years when she wakes up into that Land with the tiny people and the mean witch. Scarecrow, Lion and Tinman as she opened the door to her home. The Film went from black and white to full color film. It kind of blew you away. Because the very beginning seems to be a little boring. Then it got crazy in the other land she went to after the really bad storm."
The Wizard of Oz (1939),10/10,"Are you a good witch, or a bad witch?"" - Glinda Following a lage tornado, Dorothy, a teenage farm girl from Kansas, is swept away to the magical land of Oz. Along with her new friends the Scarecrow, Tin Man and the Cowardly Lion, Dorothy must find the Wizard in the hopes he can help her return home. I can't remember when or where I saw Wizard of Oz for the first time. It's one of those films ingrained in my memory since as long as I can remember and although not one of my favourite films of all time - its still a near perfect movie! The transition from Black and White to Colour is just as striking now as I'm sure it would of been back in 1939. Even though I know what to expect, it still takes me by surprise every time she steps into Munckin City. The performances, songs and dance numbers are extremely zany, catchy and camp but it blends in well with the ridiculousness of the film itself. The actors were well selected and every main character plays there part extremely well - the munchkins are a little flat I have to say but their songs and costumes make up for the lack of acting skills. The 4K image is crystal clear and the downside to that is certain special effects are extremely noticable and not always effectuve - such as the visible trap door when the Wicked Witch appears/disappears in the Munckim City or when the Wicked Witch flies on her broom around the castle and you can tell it's a small toy on a string or wire. Even though I did laugh at these on my recent watch through, i also appreciated the skill and effort it took to achieve such special effects in 1939 - and it would of looked perfectly realistic on CRT TV, VHS and DVD... Final Verdict:
This movie is a classic and a much loved family favourite for many generations. The songs are catchy, the story timeless and the performances are memorable. In 4K the image is so clear and vibrant you'd think the film was made this century!"
The Wizard of Oz (1939),Still captures the attention of viewers today with its cinematic magic,"Is there a movie that has permeated pop culture so much and for so long than The Wizard of Oz? Even though this film was released in 1939, it still captures the attention of viewers today with its cinematic magic. It's a story for all ages which features beautiful visuals, memorable music, elaborate sets, and unforgettable characters. Judy Garland is adorably innocent as Dorothy Gale and Margaret Hamilton still terrifies me a little as the Wicked Witch of the West. It may be a little slow in parts and feels longer than it actually is (only 101 minutes?), but The Wizard of Oz is a classic family film."
The Wizard of Oz (1939),Over The Rainbow,"In the late 1930s, Metro-Goldwyn-Mayer's studio head Louis B. Mayer had a serious conversation with some of his employees. Mayer wanted MGM to make a fantasy film in the style of Walt Disney's hugely successful ""Snow White and the Seven Dwarfs"" from the previous year. After some thought, producer Mervyn LeRoy suggested that L. Frank Baum's book ""The Wonderful Wizard of Oz"" could be adapted into a movie. After all, Baum's work was considered an American classic. At that time most films were made in black and white. Working in color meant you had to use a whole new type of camera - and they were big and cumbersome. In addition, MGM was forced to accept a so-called ""Technicolor consultant"" from the camera manufacturer. A man who stood next to the cinematographer and told him how to light every scene. Mayer didn't care, though. He wanted to compete with Disney's pioneering feature. And ""Snow White"" was in color. ""The Wizard of Oz"" was made exclusively at the MGM Studios in Culver City. But it was a messy production. The first director was fired after 12 days. Victor Fleming took over, but he was moved to ""Gone with the Wind"". So, it was up to King Vidor to finish the film. And there were cast changes, too. The Tin Man had an allergic reaction to the silvery makeup and had to be replaced. The Wicked Witch was severely burned when she went up in a puff of smoke. Even Toto (the dog) was out of commission for a week after being stepped on by a crew member. The film had its world premiere at Grauman's Chinese Theater in Hollywood. Judy Garland then went on an East Coast publicity tour, which included the New York opening of ""Oz"". But it didn't help. ""The Wizard of Oz"" had been so expensive to produce that MGM made a net loss of millions. The studio didn't get their money back until 1949, when the movie had its re-release worldwide. The following year, MGM sold the rights to TV, where the film has been shown ever since."
The Wizard of Oz (1939),Game changer for technicolor,"Where to begin? I have loved this movie since I was a child. It has been a part of my life. I watch it all the time. It has special memories personally and professionally. I wanted to write and make movies because of The Wizard of Oz. I became obsessed with Judy Garland because of the movie. I have books and magazines. There is a lot to say about the film that love but also aware of the negative behind the scenes moments that occurred. Yes, there are flaws in the movie I can point out, but after a while I don't care. The songs are iconic, the story is iconic, and it's very quotable through the decades. And it is still ranked one of the best films of all time on many lists."
The Wizard of Oz (1939),The Wizard of Oz,"This is a film that is timeless. It's from 1939 and everyone knows it. It has the best use of Technicolor up to that point in history. Also this must have been at Cinemas during the outbreak of World War II a time of Universal uncertainty, so it would have been the perfect escapism when it was made. What's not to like, the songs, the Colour, the overall message that whatever you want is something you had all along. Judy Garland is excellent as Dorothy. This is a film that is timeless. It's from 1939 and everyone knows it. It has the best use of Technicolor up to that point in history. Also this must have been at Cinemas during the outbreak of World War II a time of Universal uncertainty, so it would have been the perfect escapism when it was made. What's not to like, the songs, the Colour, the overall message that whatever you want is something you had all along. Judy Garland is excellent as Dorothy."
The Wizard of Oz (1939),10/10,"Judy Garland's portrayal of Dorothy, Dorothy's oddball friend Oz, ""Somewhere Over the Rainbow"", and the rest of this beautiful production of ""The Wizard of Oz"" lose little of their magic over the years. While poking fun at this kind of classic, innocent fantasy has become somewhat of a trend in recent years, the film itself has aged well, and will likely retain an appreciative audience for some time to come. Undoubtedly part of the appeal of the story and the characters comes from their being old friends with so many cinema fans, but there's also a good reason why they've endured so long, and have endured even after. Becoming all too familiar. Although Dorothy is not a particularly complex character, she represents an innocent yet deep passion that is easy to identify with. Also, the 'Oz' characters are quirky enough to remain interesting, but there is a core element that is again believable. Who doesn't feel like they could use at least one of the things Dorothy's friends love? The adaptation from the original story was well done, making good choices for characters and episodes to work into the film. The settings and visual effects may not impress devotees of computer imagery today, but in their time they certainly showed great skill and planning, and even today, in their own way they are more believable than most computer tricks that have become overused. The famous story has also been used for several more recent adaptations, and some of them have their own good points. But this Wizard remains the most impressive of the versions of the classic story."
The Wizard of Oz (1939),WHAT ELSE CAN YOU SAY... BUT I HAVE TO SAY SOMETHING,"Thank you Judy Garland and the Wizard, Frank Morgan, for so many memories, then and now. It is so true, how this classic has held up through the years, and in beautiful color. We all remember it being shown once a year on tv (back in the day when there was NO cable). Everyone has passed, but these incredible artists have all left us their true labor of love. The secret, if there really is a secret behind this film's success, is everyone enjoyed each other's company and worked together as a family. You can tell, especially Judy Garland's comments that she found it strange to be so afraid of the Wicked Witch, Margaret Hamilton, because she was such a nice lady. That's family. Get the remastered blu ray dvd, as it is something to truly treasure."
The Wizard of Oz (1939),MAGICAL!!,"Magical, that's the word that describes the movie. Everything about this movie is amazing, visually, sonically, the characters are iconic and Dorothy's music is beautiful, the movie starts ""no color"" and then she enters the Wizarding world of Oz and the world gaining colors
the script is great, the strong point of this film is the story, the characters too but the story really hooks you. One of the best classics I've seen so far. ""There are so many brainless people out there who talk, aren't there?"" Great. The cyclone scene is the best, without a doubt, as I said, visually it is amazing and for a 1939 movie this scene was very well done, the tone everything, the house flying is very well done. Wonderful."
Chitty Chitty Bang Bang (1968),"Entertainment, but some dark too, like a Hans Christian Anderson book, gothic, humorous, and dark.","I'd pop a warning on this for the youngster of today or parents who tread carefully what their kids watch. This film is an annual tradition for me, my mum took me to see as a kid, and watching on the big screen was amazing, but I was tiny. If someone could add 3D to it, wow it'd be amazing. It is very dated of course, but, beautifully filmed, I've been lucky enough to visit the castle where it was filmed in Bavaria, the scenery is pretty amazing. It is very British eccentric and made in a time when not so many things were 'tiptoed' around, like The Sound of Music, it has some scary dark elements, some dark, almost gothic like tale. Also, some very silly, funny songs and slapstick. When you think about how old it is and how all the stunts and filming were done without special effects, the car alone is a feat of amazing engineering. I defy any adult not to enjoy this film, not sure how many kids would be interested in it now, as it's a rather unusual film really, it makes me realise how different things are now for kids."
Chitty Chitty Bang Bang (1968),Perfect Childhood Classic,"Never re-create a movie like this, it is timeless, it is perfect. I was born in 1999 and I remember watching this over and over again, I love the music, the setting, the cars, it's amazing. The acting is very good and truly having nothing to complain about. Chitty Chitty Bang Bang is a timeless movie, no movie producer should ever touch. Just leave this magnificent piece to live on as it originally is. My children will be watching this in the future as I did. It's a fun movie for all ages old and young, and a nostalgic feeling for us to re-watch decades later. I just hope the movie industry does not do what they seem to have been doing with many other good classic movies and re-create it. There is no need. Stop touching out favourite movies. Chitty Chitty is perfect just as it is, as are other movies of it's time."
Chitty Chitty Bang Bang (1968),"If There's Anything Worse Than An Abject Failure, It's Something That Almost Works","If I chose to be sarcastic, I would claim that the best thing about this movie is that Dick Van Dyke doesn't do a British accent -- indeed, that was one of the conditions under which he took the job. That would be unfair. Certainly, Albert Broccoli and his team worked to produce as good a musical as was being produced in America at the time. They hired Van Dyke, and they tried to get Julie Andrews. They hired the Sherman brothers to write the songs, which are pretty good (except I despise as lazy the title song). They got Roald Dahl to do the screenplay; if anyone understood the darkness at the heart of childhood and how to write about it, it was he. Unfortunately, they then handed it to Ken Hughes to direct, and he could direct trained adult actors and action scenes, but not children. In the end, they spent lots of money, which is on the screen, to produce a road show musical, just as the genre was going stale. While it did well at the box office, its immense costs made it a failure, so they didn't try again. As a result, the movie musical, like the cartoon, entered a dead period from which it, unlike the cartoon, has yet to really recover. Looking at it today, it's quite obviously too long. There's lots of wasted luxury casting, like Lionel Jeffries, Benny Hill, and Sally Ann Howes. While I haven't a single complaint to make about any individual scene or sequence, it goes on too long at 144 minutes, and like many an almost-perfect souflee, collapses on arrival."
Chitty Chitty Bang Bang (1968),It really is a Truly Scrumptious movie!,"Chitty Chitty Bang Bang is a film I saw as a child, and since my first viewing, I have loved it ever since! Being a big fan of Ian Fleming as a writer and novelist, I suppose it was no surprise when I found myself watching this movie over and over again. A lot like the James Bond franchise, which he created, Fleming also managed to write this fantasy film involving a larger than life plot, beautiful locations, memorable dialogue, and iconic characters, which was now suitable for adults and children to watch and enjoy. I understood from my mother, who was only 5 years old when this film came out in 1968, that the child catcher was a subject of controversy as he was deemed too scary for children. My mother being one of them. I understand how the film has a divided audience because of its edgier theme in the second have of the film, however, in my opinion, the film is fun, catchy, memorable and one I will always hold dear to my heart."
Chitty Chitty Bang Bang (1968),I grew up with this movie,"(1968) Chitty Chitty Bang Bang
CHILDREN/ MUSICAL/ FANTASY Loosely based on a novel by Ian Fleming co-written and directed by Ken Hughes, owners of the James Bond franchise by the name of Albert R. Broccoli decided to produce this very pretentious musical/ fantasy about eccentric inventor Potts (Dick Van Dyke) many failed attempts to become wealthy by one of his inventions, leading to one invention after the other, whose always impressing his two small children. Liked this film when I was a kid and I still liked this now, catchy song numbers, dancing is fine and the situations Although absurd is obviously intended to be nothing more than a kids movie one can get from a kid's book- I don't anything wrong with that."
Chitty Chitty Bang Bang (1968),Anna Quayle,"I've loved this movie for decades. Yet it's only in this latest visit that I finally noticed and found myself utterly charmed by Anna Quayle's performance. How did I miss this? I rewatched about a half dozen times her duet with Gert Frobe, a dance in which he's repeatedly trying to kill her and she's largely oblivious. Her physicality and subtleness of voice and expression is a joy to behold. Especially the moment she's almost impaled from above lying on the table as some doubt about her husband's affections dawns upon her. She's never singled out, if even mentioned, in the reviews I've read. Just want to express my appreciation even if the critics won't."
